CMDLINE C:\Users\DELL\universityproject\formanai\backend\venv\Scripts\python.exe app.py
MEM 3.472656 1733519262.3232
MEM 3.472656 1733519262.4241
MEM 3.472656 1733519262.5252
MEM 3.472656 1733519262.6259
MEM 3.472656 1733519262.7267
MEM 3.472656 1733519262.8275
MEM 3.472656 1733519262.9285
MEM 3.472656 1733519263.0293
MEM 3.472656 1733519263.1300
MEM 3.472656 1733519263.2309
MEM 3.472656 1733519263.3318
MEM 3.472656 1733519263.4329
MEM 3.472656 1733519263.5340
MEM 3.472656 1733519263.6350
MEM 3.472656 1733519263.7360
MEM 3.472656 1733519263.8371
MEM 3.472656 1733519263.9382
MEM 3.472656 1733519264.0390
MEM 3.472656 1733519264.1395
MEM 3.472656 1733519264.2404
MEM 3.472656 1733519264.3414
MEM 3.472656 1733519264.4424
MEM 3.472656 1733519264.5434
MEM 3.472656 1733519264.6443
MEM 3.472656 1733519264.7453
MEM 3.472656 1733519264.8462
MEM 3.472656 1733519264.9470
MEM 3.472656 1733519265.0479
MEM 3.472656 1733519265.1487
MEM 3.472656 1733519265.2495
MEM 3.472656 1733519265.3502
MEM 3.472656 1733519265.4511
MEM 3.472656 1733519265.5520
MEM 3.472656 1733519265.6528
MEM 3.472656 1733519265.7534
MEM 3.472656 1733519265.8550
MEM 3.472656 1733519265.9559
MEM 3.472656 1733519266.0565
MEM 3.472656 1733519266.1573
MEM 3.472656 1733519266.2581
MEM 3.472656 1733519266.3587
MEM 3.472656 1733519266.4597
MEM 3.472656 1733519266.5602
MEM 3.472656 1733519266.6609
MEM 3.472656 1733519266.7620
MEM 3.472656 1733519266.8623
MEM 3.472656 1733519266.9632
MEM 3.472656 1733519267.0640
MEM 3.472656 1733519267.1650
MEM 3.472656 1733519267.2657
MEM 3.472656 1733519267.3667
MEM 3.472656 1733519267.4671
MEM 3.472656 1733519267.5674
MEM 3.472656 1733519267.6681
MEM 3.472656 1733519267.7688
MEM 3.472656 1733519267.8699
MEM 3.472656 1733519267.9705
MEM 3.472656 1733519268.0710
MEM 3.472656 1733519268.1716
MEM 3.472656 1733519268.2721
MEM 3.472656 1733519268.3731
MEM 3.472656 1733519268.4735
MEM 3.472656 1733519268.5740
MEM 3.472656 1733519268.6745
MEM 3.472656 1733519268.7750
MEM 3.472656 1733519268.8757
MEM 3.472656 1733519268.9766
MEM 3.472656 1733519269.0772
MEM 3.472656 1733519269.1782
MEM 3.472656 1733519269.2793
MEM 3.472656 1733519269.3802
MEM 3.472656 1733519269.4814
MEM 3.472656 1733519269.5824
MEM 3.472656 1733519269.6834
MEM 3.472656 1733519269.7841
MEM 3.472656 1733519269.8848
MEM 3.472656 1733519269.9859
MEM 3.472656 1733519270.0866
MEM 3.472656 1733519270.1882
MEM 3.472656 1733519270.2892
MEM 3.472656 1733519270.3903
MEM 3.472656 1733519270.4909
MEM 3.472656 1733519270.5917
MEM 3.472656 1733519270.6926
MEM 3.472656 1733519270.7937
MEM 3.472656 1733519270.8946
MEM 3.472656 1733519270.9952
MEM 3.472656 1733519271.0956
MEM 3.472656 1733519271.1965
MEM 3.472656 1733519271.2974
MEM 3.472656 1733519271.3982
MEM 3.472656 1733519271.4988
MEM 3.472656 1733519271.5992
MEM 3.472656 1733519271.6998
MEM 3.472656 1733519271.8005
MEM 3.472656 1733519271.9012
MEM 3.472656 1733519272.0019
MEM 3.472656 1733519272.1024
MEM 3.472656 1733519272.2028
MEM 3.472656 1733519272.3035
MEM 3.472656 1733519272.4044
MEM 3.472656 1733519272.5053
MEM 3.472656 1733519272.6061
MEM 3.472656 1733519272.7067
MEM 3.472656 1733519272.8072
MEM 3.472656 1733519272.9080
MEM 3.472656 1733519273.0091
MEM 3.472656 1733519273.1102
MEM 3.472656 1733519273.2109
MEM 3.472656 1733519273.3116
MEM 3.472656 1733519273.4121
MEM 3.472656 1733519273.5132
MEM 3.472656 1733519273.6141
MEM 3.472656 1733519273.7147
MEM 3.472656 1733519273.8154
MEM 3.472656 1733519273.9160
MEM 3.472656 1733519274.0164
MEM 3.472656 1733519274.1170
MEM 3.472656 1733519274.2181
MEM 3.472656 1733519274.3191
MEM 3.472656 1733519274.4203
MEM 3.472656 1733519274.5210
MEM 3.472656 1733519274.6217
MEM 3.472656 1733519274.7223
MEM 3.472656 1733519274.8235
MEM 3.472656 1733519274.9245
MEM 3.472656 1733519275.0253
MEM 3.472656 1733519275.1260
MEM 3.472656 1733519275.2265
MEM 3.472656 1733519275.3279
MEM 3.472656 1733519275.4292
MEM 3.472656 1733519275.5299
MEM 3.472656 1733519275.6309
MEM 3.472656 1733519275.7313
MEM 3.472656 1733519275.8317
MEM 3.472656 1733519275.9321
MEM 3.472656 1733519276.0326
MEM 3.472656 1733519276.1330
MEM 3.472656 1733519276.2338
MEM 3.472656 1733519276.3346
MEM 3.472656 1733519276.4355
MEM 3.472656 1733519276.5364
MEM 3.472656 1733519276.6383
MEM 3.472656 1733519276.7399
MEM 3.472656 1733519276.8401
MEM 3.472656 1733519276.9404
MEM 3.472656 1733519277.0411
MEM 3.472656 1733519277.1422
MEM 3.472656 1733519277.2428
MEM 3.472656 1733519277.3433
MEM 3.472656 1733519277.4443
MEM 3.472656 1733519277.5445
MEM 3.472656 1733519277.6454
MEM 3.472656 1733519277.7462
MEM 3.472656 1733519277.8470
MEM 3.472656 1733519277.9475
MEM 3.472656 1733519278.0481
MEM 3.472656 1733519278.1488
MEM 3.472656 1733519278.2492
MEM 3.472656 1733519278.3499
MEM 3.472656 1733519278.4506
MEM 3.472656 1733519278.5515
MEM 3.472656 1733519278.6526
MEM 3.472656 1733519278.7538
MEM 3.472656 1733519278.8547
MEM 3.472656 1733519278.9555
MEM 3.472656 1733519279.0562
MEM 3.472656 1733519279.1571
MEM 3.472656 1733519279.2583
MEM 3.472656 1733519279.3591
MEM 3.472656 1733519279.4600
MEM 3.472656 1733519279.5603
MEM 3.472656 1733519279.6608
MEM 3.472656 1733519279.7615
MEM 3.472656 1733519279.8623
MEM 3.472656 1733519279.9630
MEM 3.472656 1733519280.0638
MEM 3.472656 1733519280.1646
MEM 3.472656 1733519280.2653
MEM 3.472656 1733519280.3668
MEM 3.472656 1733519280.4676
MEM 3.472656 1733519280.5683
MEM 3.472656 1733519280.6692
MEM 3.472656 1733519280.7701
MEM 3.472656 1733519280.8716
MEM 3.472656 1733519280.9729
MEM 3.472656 1733519281.0737
MEM 3.472656 1733519281.1749
MEM 3.472656 1733519281.2761
MEM 3.472656 1733519281.3769
MEM 3.472656 1733519281.4776
MEM 3.472656 1733519281.5781
MEM 3.472656 1733519281.6787
MEM 3.472656 1733519281.7796
MEM 3.472656 1733519281.8805
MEM 3.472656 1733519281.9811
MEM 3.472656 1733519282.0817
MEM 3.472656 1733519282.1822
MEM 3.472656 1733519282.2830
MEM 3.472656 1733519282.3839
MEM 3.472656 1733519282.4850
MEM 3.472656 1733519282.5856
MEM 3.472656 1733519282.6862
MEM 3.472656 1733519282.7874
MEM 3.472656 1733519282.8884
MEM 3.472656 1733519282.9892
MEM 3.472656 1733519283.0902
MEM 3.472656 1733519283.1909
MEM 3.472656 1733519283.2919
MEM 3.472656 1733519283.3930
MEM 3.472656 1733519283.4937
MEM 3.472656 1733519283.5947
MEM 3.472656 1733519283.6955
MEM 3.472656 1733519283.7959
MEM 3.472656 1733519283.8967
MEM 3.472656 1733519283.9976
MEM 3.472656 1733519284.0985
MEM 3.472656 1733519284.1993
MEM 3.472656 1733519284.3000
MEM 3.472656 1733519284.4012
MEM 3.472656 1733519284.5019
MEM 3.472656 1733519284.6030
MEM 3.472656 1733519284.7039
MEM 3.472656 1733519284.8050
MEM 3.472656 1733519284.9057
MEM 3.472656 1733519285.0061
MEM 3.472656 1733519285.1070
MEM 3.472656 1733519285.2080
MEM 3.472656 1733519285.3091
MEM 3.472656 1733519285.4100
MEM 3.472656 1733519285.5111
MEM 3.472656 1733519285.6119
MEM 3.472656 1733519285.7130
MEM 3.472656 1733519285.8142
MEM 3.472656 1733519285.9153
MEM 3.472656 1733519286.0163
MEM 3.472656 1733519286.1172
MEM 3.472656 1733519286.2183
MEM 3.472656 1733519286.3193
MEM 3.472656 1733519286.4214
MEM 3.472656 1733519286.5218
MEM 3.472656 1733519286.6237
MEM 3.472656 1733519286.7245
MEM 3.472656 1733519286.8254
MEM 3.472656 1733519286.9265
MEM 3.472656 1733519287.0279
MEM 3.472656 1733519287.1285
MEM 3.472656 1733519287.2293
MEM 3.472656 1733519287.3298
MEM 3.472656 1733519287.4307
MEM 3.472656 1733519287.5321
MEM 3.472656 1733519287.6333
MEM 3.472656 1733519287.7343
MEM 3.472656 1733519287.8353
MEM 3.472656 1733519287.9365
MEM 3.472656 1733519288.0377
MEM 3.472656 1733519288.1385
MEM 3.472656 1733519288.2396
MEM 3.472656 1733519288.3402
MEM 3.472656 1733519288.4409
MEM 3.472656 1733519288.5413
MEM 3.472656 1733519288.6421
MEM 3.472656 1733519288.7431
MEM 3.472656 1733519288.8440
MEM 3.472656 1733519288.9449
MEM 3.472656 1733519289.0458
MEM 3.472656 1733519289.1469
MEM 3.472656 1733519289.2480
MEM 3.472656 1733519289.3490
MEM 3.472656 1733519289.4505
MEM 3.472656 1733519289.5515
MEM 3.472656 1733519289.6523
MEM 3.472656 1733519289.7533
MEM 3.472656 1733519289.8543
MEM 3.472656 1733519289.9556
MEM 3.472656 1733519290.0564
MEM 3.472656 1733519290.1573
MEM 3.472656 1733519290.2581
MEM 3.472656 1733519290.3587
MEM 3.472656 1733519290.4736
MEM 3.472656 1733519290.5766
MEM 3.472656 1733519290.6773
MEM 3.472656 1733519290.7781
MEM 3.472656 1733519290.8790
MEM 3.472656 1733519290.9798
MEM 3.472656 1733519291.0808
MEM 3.472656 1733519291.1817
MEM 3.472656 1733519291.2830
MEM 3.472656 1733519291.3840
MEM 3.472656 1733519291.4848
MEM 3.472656 1733519291.5861
MEM 3.472656 1733519291.6870
MEM 3.472656 1733519291.7881
MEM 3.472656 1733519291.8888
MEM 3.472656 1733519291.9895
MEM 3.472656 1733519292.0899
MEM 3.472656 1733519292.1908
MEM 3.472656 1733519292.2915
MEM 3.472656 1733519292.3922
MEM 3.472656 1733519292.4930
MEM 3.472656 1733519292.5935
MEM 3.472656 1733519292.6943
MEM 3.472656 1733519292.7951
MEM 3.472656 1733519292.8959
MEM 3.472656 1733519292.9964
MEM 3.472656 1733519293.0972
MEM 3.472656 1733519293.1977
MEM 3.472656 1733519293.2984
MEM 3.472656 1733519293.3996
MEM 3.472656 1733519293.5011
MEM 3.472656 1733519293.6023
MEM 3.472656 1733519293.7037
MEM 3.472656 1733519293.8045
MEM 3.472656 1733519293.9055
MEM 3.472656 1733519294.0064
MEM 3.472656 1733519294.1073
MEM 3.472656 1733519294.2084
MEM 3.472656 1733519294.3091
MEM 3.472656 1733519294.4099
MEM 3.472656 1733519294.5105
MEM 3.472656 1733519294.6112
MEM 3.472656 1733519294.7121
MEM 3.472656 1733519294.8132
MEM 3.472656 1733519294.9142
MEM 3.472656 1733519295.0160
MEM 3.472656 1733519295.1166
MEM 3.472656 1733519295.2180
MEM 3.472656 1733519295.3188
MEM 3.472656 1733519295.4199
MEM 3.472656 1733519295.5204
MEM 3.472656 1733519295.6218
MEM 3.472656 1733519295.7224
MEM 3.472656 1733519295.8235
MEM 3.472656 1733519295.9245
MEM 3.472656 1733519296.0251
MEM 3.472656 1733519296.1261
MEM 3.472656 1733519296.2270
MEM 3.472656 1733519296.3284
MEM 3.472656 1733519296.4290
MEM 3.472656 1733519296.5298
MEM 3.472656 1733519296.6306
MEM 3.472656 1733519296.7311
MEM 3.472656 1733519296.8318
MEM 3.472656 1733519296.9327
MEM 3.472656 1733519297.0341
MEM 3.472656 1733519297.1350
MEM 3.472656 1733519297.2360
MEM 3.472656 1733519297.3370
MEM 3.472656 1733519297.4382
MEM 3.472656 1733519297.5392
MEM 3.472656 1733519297.6397
MEM 3.472656 1733519297.7404
MEM 3.472656 1733519297.8412
MEM 3.472656 1733519297.9418
MEM 3.472656 1733519298.0429
MEM 3.472656 1733519298.1437
MEM 3.472656 1733519298.2451
MEM 3.472656 1733519298.3461
MEM 3.472656 1733519298.4470
MEM 3.472656 1733519298.5483
MEM 3.472656 1733519298.6492
MEM 3.472656 1733519298.7504
MEM 3.472656 1733519298.8513
MEM 3.472656 1733519298.9521
MEM 3.472656 1733519299.0528
MEM 3.472656 1733519299.1534
MEM 3.472656 1733519299.2546
MEM 3.472656 1733519299.3555
MEM 3.472656 1733519299.4566
MEM 3.472656 1733519299.5573
MEM 3.472656 1733519299.6580
MEM 3.472656 1733519299.7586
MEM 3.472656 1733519299.8595
MEM 3.472656 1733519299.9605
MEM 3.472656 1733519300.0615
MEM 3.472656 1733519300.1621
MEM 3.472656 1733519300.2632
MEM 3.472656 1733519300.3639
MEM 3.472656 1733519300.4646
MEM 3.472656 1733519300.5657
MEM 3.472656 1733519300.6671
MEM 3.472656 1733519300.7682
MEM 3.472656 1733519300.8692
MEM 3.472656 1733519300.9704
MEM 3.472656 1733519301.0717
MEM 3.472656 1733519301.1727
MEM 3.472656 1733519301.2735
MEM 3.472656 1733519301.3743
MEM 3.472656 1733519301.4749
MEM 3.472656 1733519301.5760
MEM 3.472656 1733519301.6767
MEM 3.472656 1733519301.7775
MEM 3.472656 1733519301.8783
MEM 3.472656 1733519301.9792
MEM 3.472656 1733519302.0805
MEM 3.472656 1733519302.1813
MEM 3.472656 1733519302.2821
MEM 3.472656 1733519302.3827
MEM 3.472656 1733519302.4835
MEM 3.472656 1733519302.5844
MEM 3.472656 1733519302.6852
MEM 3.472656 1733519302.7861
MEM 3.472656 1733519302.8871
MEM 3.472656 1733519302.9878
MEM 3.472656 1733519303.0886
MEM 3.472656 1733519303.1894
MEM 3.472656 1733519303.2902
MEM 3.472656 1733519303.3911
MEM 3.472656 1733519303.4918
MEM 3.472656 1733519303.5924
MEM 3.472656 1733519303.6931
MEM 3.472656 1733519303.7940
MEM 3.472656 1733519303.8949
MEM 3.472656 1733519303.9956
MEM 3.472656 1733519304.0966
MEM 3.472656 1733519304.1977
MEM 3.472656 1733519304.2995
MEM 3.472656 1733519304.4003
MEM 3.472656 1733519304.5012
MEM 3.472656 1733519304.6024
MEM 3.472656 1733519304.7033
MEM 3.472656 1733519304.8041
MEM 3.472656 1733519304.9045
MEM 3.472656 1733519305.0049
MEM 3.472656 1733519305.1059
MEM 3.472656 1733519305.2065
MEM 3.472656 1733519305.3071
MEM 3.472656 1733519305.4080
MEM 3.472656 1733519305.5090
MEM 3.472656 1733519305.6096
MEM 3.472656 1733519305.7105
MEM 3.472656 1733519305.8113
MEM 3.472656 1733519305.9125
MEM 3.472656 1733519306.0132
MEM 3.472656 1733519306.1145
MEM 3.472656 1733519306.2150
MEM 3.472656 1733519306.3162
MEM 3.472656 1733519306.4174
MEM 3.472656 1733519306.5182
MEM 3.472656 1733519306.6191
MEM 3.472656 1733519306.7200
MEM 3.472656 1733519306.8209
MEM 3.472656 1733519306.9219
MEM 3.472656 1733519307.0230
MEM 3.472656 1733519307.1238
MEM 3.472656 1733519307.2246
MEM 3.472656 1733519307.3255
MEM 3.472656 1733519307.4264
MEM 3.472656 1733519307.5276
MEM 3.472656 1733519307.6285
MEM 3.472656 1733519307.7294
MEM 3.472656 1733519307.8300
MEM 3.472656 1733519307.9310
MEM 3.472656 1733519308.0315
MEM 3.472656 1733519308.1325
MEM 3.472656 1733519308.2336
MEM 3.472656 1733519308.3343
MEM 3.472656 1733519308.4353
MEM 3.472656 1733519308.5357
MEM 3.472656 1733519308.6366
MEM 3.472656 1733519308.7375
MEM 3.472656 1733519308.8385
MEM 3.472656 1733519308.9395
MEM 3.472656 1733519309.0405
MEM 3.472656 1733519309.1413
MEM 3.472656 1733519309.2421
MEM 3.472656 1733519309.3431
MEM 3.472656 1733519309.4442
MEM 3.472656 1733519309.5447
MEM 3.472656 1733519309.6453
MEM 3.472656 1733519309.7465
MEM 3.472656 1733519309.8472
MEM 3.472656 1733519309.9482
MEM 3.472656 1733519310.0491
MEM 3.472656 1733519310.1501
MEM 3.472656 1733519310.2508
MEM 3.472656 1733519310.3520
MEM 3.472656 1733519310.4532
MEM 3.472656 1733519310.5543
MEM 3.472656 1733519310.6548
MEM 3.472656 1733519310.7556
MEM 3.472656 1733519310.8568
MEM 3.472656 1733519310.9578
MEM 3.472656 1733519311.0584
MEM 3.472656 1733519311.1593
MEM 3.472656 1733519311.2603
MEM 3.472656 1733519311.3612
MEM 3.472656 1733519311.4622
MEM 3.472656 1733519311.5629
MEM 3.472656 1733519311.6642
MEM 3.472656 1733519311.7650
MEM 3.472656 1733519311.8658
MEM 3.472656 1733519311.9665
MEM 3.472656 1733519312.0678
MEM 3.472656 1733519312.1686
MEM 3.472656 1733519312.2693
MEM 3.472656 1733519312.3704
MEM 3.472656 1733519312.4714
MEM 3.472656 1733519312.5720
MEM 3.472656 1733519312.6730
MEM 3.472656 1733519312.7739
MEM 3.472656 1733519312.8747
MEM 3.472656 1733519312.9755
MEM 3.472656 1733519313.0759
MEM 3.472656 1733519313.1764
MEM 3.472656 1733519313.2771
MEM 3.472656 1733519313.3780
MEM 3.472656 1733519313.4792
MEM 3.472656 1733519313.5800
MEM 3.472656 1733519313.6806
MEM 3.472656 1733519313.7810
MEM 3.472656 1733519313.8814
MEM 3.472656 1733519313.9822
MEM 3.472656 1733519314.0828
MEM 3.472656 1733519314.1836
MEM 3.472656 1733519314.2845
MEM 3.472656 1733519314.3854
MEM 3.472656 1733519314.4860
MEM 3.472656 1733519314.5868
MEM 3.472656 1733519314.6877
MEM 3.472656 1733519314.7888
MEM 3.472656 1733519314.8897
MEM 3.472656 1733519314.9908
MEM 3.472656 1733519315.0915
MEM 3.472656 1733519315.1923
MEM 3.472656 1733519315.2931
MEM 3.472656 1733519315.3938
MEM 3.472656 1733519315.4944
MEM 3.472656 1733519315.5953
MEM 3.472656 1733519315.6965
MEM 3.472656 1733519315.7973
MEM 3.472656 1733519315.8984
MEM 3.472656 1733519315.9995
MEM 3.472656 1733519316.1008
MEM 3.472656 1733519316.2017
MEM 3.472656 1733519316.3029
MEM 3.472656 1733519316.4041
MEM 3.472656 1733519316.5052
MEM 3.472656 1733519316.6058
MEM 3.472656 1733519316.7066
MEM 3.472656 1733519316.8073
MEM 3.472656 1733519316.9082
MEM 3.472656 1733519317.0094
MEM 3.472656 1733519317.1105
MEM 3.472656 1733519317.2116
MEM 3.472656 1733519317.3120
MEM 3.472656 1733519317.4127
MEM 3.472656 1733519317.5133
MEM 3.472656 1733519317.6143
MEM 3.472656 1733519317.7147
MEM 3.472656 1733519317.8157
MEM 3.472656 1733519317.9170
MEM 3.472656 1733519318.0185
MEM 3.472656 1733519318.1202
MEM 3.472656 1733519318.2209
MEM 3.472656 1733519318.3218
MEM 3.472656 1733519318.4228
MEM 3.472656 1733519318.5237
MEM 3.472656 1733519318.6248
MEM 3.472656 1733519318.7260
MEM 3.472656 1733519318.8271
MEM 3.472656 1733519318.9277
MEM 3.472656 1733519319.0291
MEM 3.472656 1733519319.1304
MEM 3.472656 1733519319.2315
MEM 3.472656 1733519319.3326
MEM 3.472656 1733519319.4335
MEM 3.472656 1733519319.5348
MEM 3.472656 1733519319.6361
MEM 3.472656 1733519319.7372
MEM 3.472656 1733519319.8383
MEM 3.472656 1733519319.9388
MEM 3.472656 1733519320.0394
MEM 3.472656 1733519320.1401
MEM 3.472656 1733519320.2408
MEM 3.472656 1733519320.3418
MEM 3.472656 1733519320.4427
MEM 3.472656 1733519320.5436
MEM 3.472656 1733519320.6446
MEM 3.472656 1733519320.7454
MEM 3.472656 1733519320.8463
MEM 3.472656 1733519320.9475
MEM 3.472656 1733519321.0485
MEM 3.472656 1733519321.1496
MEM 3.472656 1733519321.2504
MEM 3.472656 1733519321.3514
MEM 3.472656 1733519321.4521
MEM 3.472656 1733519321.5531
MEM 3.472656 1733519321.6538
MEM 3.472656 1733519321.7546
MEM 3.472656 1733519321.8557
MEM 3.472656 1733519321.9567
MEM 3.472656 1733519322.0576
MEM 3.472656 1733519322.1587
MEM 3.472656 1733519322.2598
MEM 3.472656 1733519322.3604
MEM 3.472656 1733519322.4609
MEM 3.472656 1733519322.5619
MEM 3.472656 1733519322.6628
MEM 3.472656 1733519322.7635
MEM 3.472656 1733519322.8645
MEM 3.472656 1733519322.9657
MEM 3.472656 1733519323.0667
MEM 3.472656 1733519323.1677
MEM 3.472656 1733519323.2686
MEM 3.472656 1733519323.3696
MEM 3.472656 1733519323.4706
MEM 3.472656 1733519323.5715
MEM 3.472656 1733519323.6719
MEM 3.472656 1733519323.7730
MEM 3.472656 1733519323.8736
MEM 3.472656 1733519323.9742
MEM 3.472656 1733519324.0753
MEM 3.472656 1733519324.1761
MEM 3.472656 1733519324.2769
MEM 3.472656 1733519324.3781
MEM 3.472656 1733519324.4784
MEM 3.472656 1733519324.5789
MEM 3.472656 1733519324.6794
MEM 3.472656 1733519324.7801
MEM 3.472656 1733519324.8807
MEM 3.472656 1733519324.9811
MEM 3.472656 1733519325.0820
MEM 3.472656 1733519325.1830
MEM 3.472656 1733519325.2845
MEM 3.472656 1733519325.3857
MEM 3.472656 1733519325.4864
MEM 3.472656 1733519325.5874
MEM 3.472656 1733519325.6886
MEM 3.472656 1733519325.7896
MEM 3.472656 1733519325.8905
MEM 3.472656 1733519325.9910
MEM 3.472656 1733519326.0919
MEM 3.472656 1733519326.1930
MEM 3.472656 1733519326.2941
MEM 3.472656 1733519326.3952
MEM 3.472656 1733519326.4962
MEM 3.472656 1733519326.5972
MEM 3.472656 1733519326.6980
MEM 3.472656 1733519326.7990
MEM 3.472656 1733519326.8998
MEM 3.472656 1733519327.0004
MEM 3.472656 1733519327.1010
MEM 3.472656 1733519327.2019
MEM 3.472656 1733519327.3028
MEM 3.472656 1733519327.4036
MEM 3.472656 1733519327.5045
MEM 3.472656 1733519327.6057
MEM 3.472656 1733519327.7065
MEM 3.472656 1733519327.8073
MEM 3.472656 1733519327.9085
MEM 3.472656 1733519328.0090
MEM 3.472656 1733519328.1099
MEM 3.472656 1733519328.2110
MEM 3.472656 1733519328.3114
MEM 3.472656 1733519328.4123
MEM 3.472656 1733519328.5131
MEM 3.472656 1733519328.6145
MEM 3.472656 1733519328.7156
MEM 3.472656 1733519328.8164
MEM 3.472656 1733519328.9176
MEM 3.472656 1733519329.0184
MEM 3.472656 1733519329.1193
MEM 3.472656 1733519329.2205
MEM 3.472656 1733519329.3212
MEM 3.472656 1733519329.4219
MEM 3.472656 1733519329.5227
MEM 3.472656 1733519329.6233
MEM 3.472656 1733519329.7239
MEM 3.472656 1733519329.8247
MEM 3.472656 1733519329.9255
MEM 3.472656 1733519330.0265
MEM 3.472656 1733519330.1275
MEM 3.472656 1733519330.2282
MEM 3.472656 1733519330.3292
MEM 3.472656 1733519330.4301
MEM 3.472656 1733519330.5309
MEM 3.472656 1733519330.6317
MEM 3.472656 1733519330.7326
MEM 3.472656 1733519330.8334
MEM 3.472656 1733519330.9345
MEM 3.472656 1733519331.0355
MEM 3.472656 1733519331.1370
MEM 3.472656 1733519331.2380
MEM 3.472656 1733519331.3390
MEM 3.472656 1733519331.4399
MEM 3.472656 1733519331.5409
MEM 3.472656 1733519331.6416
MEM 3.472656 1733519331.7419
MEM 3.472656 1733519331.8428
MEM 3.472656 1733519331.9437
MEM 3.472656 1733519332.0444
MEM 3.472656 1733519332.1450
MEM 3.472656 1733519332.2461
MEM 3.472656 1733519332.3467
MEM 3.472656 1733519332.4480
MEM 3.472656 1733519332.5494
MEM 3.472656 1733519332.6502
MEM 3.472656 1733519332.7511
MEM 3.472656 1733519332.8521
MEM 3.472656 1733519332.9530
MEM 3.472656 1733519333.0538
MEM 3.472656 1733519333.1548
MEM 3.472656 1733519333.2554
MEM 3.472656 1733519333.3567
MEM 3.472656 1733519333.4578
MEM 3.472656 1733519333.5588
MEM 3.472656 1733519333.6598
MEM 3.472656 1733519333.7612
MEM 3.472656 1733519333.8620
MEM 3.472656 1733519333.9628
MEM 3.472656 1733519334.0635
MEM 3.472656 1733519334.1642
MEM 3.472656 1733519334.2652
MEM 3.472656 1733519334.3662
MEM 3.472656 1733519334.4674
MEM 3.472656 1733519334.5684
MEM 3.472656 1733519334.6693
MEM 3.472656 1733519334.7703
MEM 3.472656 1733519334.8712
MEM 3.472656 1733519334.9722
MEM 3.472656 1733519335.0731
MEM 3.472656 1733519335.1738
MEM 3.472656 1733519335.2747
MEM 3.472656 1733519335.3753
MEM 3.472656 1733519335.4762
MEM 3.472656 1733519335.5771
MEM 3.472656 1733519335.6776
MEM 3.472656 1733519335.7783
MEM 3.472656 1733519335.8792
MEM 3.472656 1733519335.9805
MEM 3.472656 1733519336.0815
MEM 3.472656 1733519336.1827
MEM 3.472656 1733519336.2835
MEM 3.472656 1733519336.3843
MEM 3.472656 1733519336.4851
MEM 3.472656 1733519336.5858
MEM 3.472656 1733519336.6870
MEM 3.472656 1733519336.7878
MEM 3.472656 1733519336.8885
MEM 3.472656 1733519336.9892
MEM 3.472656 1733519337.0903
MEM 3.472656 1733519337.1909
MEM 3.472656 1733519337.2917
MEM 3.472656 1733519337.3927
MEM 3.472656 1733519337.4932
MEM 3.472656 1733519337.5937
MEM 3.472656 1733519337.6945
MEM 3.472656 1733519337.7954
MEM 3.472656 1733519337.8959
MEM 3.472656 1733519337.9971
MEM 3.472656 1733519338.0978
MEM 3.472656 1733519338.1985
MEM 3.472656 1733519338.2989
MEM 3.472656 1733519338.3995
MEM 3.472656 1733519338.5006
MEM 3.472656 1733519338.6017
MEM 3.472656 1733519338.7025
MEM 3.472656 1733519338.8033
MEM 3.472656 1733519338.9041
MEM 3.472656 1733519339.0050
MEM 3.472656 1733519339.1058
MEM 3.472656 1733519339.2063
MEM 3.472656 1733519339.3070
MEM 3.472656 1733519339.4077
MEM 3.472656 1733519339.5082
MEM 3.472656 1733519339.6093
MEM 3.472656 1733519339.7098
MEM 3.472656 1733519339.8105
MEM 3.472656 1733519339.9110
MEM 3.472656 1733519340.0114
MEM 3.472656 1733519340.1122
MEM 3.472656 1733519340.2130
MEM 3.472656 1733519340.3140
MEM 3.472656 1733519340.4152
MEM 3.472656 1733519340.5162
MEM 3.472656 1733519340.6167
MEM 3.472656 1733519340.7172
MEM 3.472656 1733519340.8181
MEM 3.472656 1733519340.9192
MEM 3.472656 1733519341.0200
MEM 3.472656 1733519341.1205
MEM 3.472656 1733519341.2213
MEM 3.472656 1733519341.3219
MEM 3.472656 1733519341.4226
MEM 3.472656 1733519341.5232
MEM 3.472656 1733519341.6241
MEM 3.472656 1733519341.7248
MEM 3.472656 1733519341.8258
MEM 3.472656 1733519341.9266
MEM 3.472656 1733519342.0274
MEM 3.472656 1733519342.1283
MEM 3.472656 1733519342.2290
MEM 3.472656 1733519342.3300
MEM 3.472656 1733519342.4311
MEM 3.472656 1733519342.5322
MEM 3.472656 1733519342.6335
MEM 3.472656 1733519342.7344
MEM 3.472656 1733519342.8359
MEM 3.472656 1733519342.9368
MEM 3.472656 1733519343.0381
MEM 3.472656 1733519343.1392
MEM 3.472656 1733519343.2399
MEM 3.472656 1733519343.3406
MEM 3.472656 1733519343.4413
MEM 3.472656 1733519343.5419
MEM 3.472656 1733519343.6428
MEM 3.472656 1733519343.7437
MEM 3.472656 1733519343.8448
MEM 3.472656 1733519343.9457
MEM 3.472656 1733519344.0471
MEM 3.472656 1733519344.1476
MEM 3.472656 1733519344.2491
MEM 3.472656 1733519344.3504
MEM 3.472656 1733519344.4516
MEM 3.472656 1733519344.5523
MEM 3.472656 1733519344.6531
MEM 3.472656 1733519344.7541
MEM 3.472656 1733519344.8548
MEM 3.472656 1733519344.9556
